Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Rajib Chowdhury,"Professor, IIT Roorkee, India","Modelling, Simulation, Reliability, Nanomechanics, Computational Material Science",5611,https://scholar.google.com/citations?hl=en&user=NuP8ItUAAAAJ,44.0,108.0
Dr RS Anand,IIT Roorkee,,5573,https://scholar.google.com/citations?hl=en&user=r7_w1jAAAAAJ,39.0,104.0
Raj kumar; RK Sadasivam; SR Kumar,Ph.D. IIT Roorkee,"Nanomaterials, polymeric nanofiberous membrane, nanocomposites, composite nanofibrous materials",5498,https://scholar.google.com/citations?hl=en&user=30oTxQEAAAAJ,34.0,106.0
Mohd Ashraf Iqbal,"Professor, Civil Engineering, IIT Roorkee","Impact Mechanics, Crash, Blast, Penetration",5477,https://scholar.google.com/citations?hl=en&user=mUzzIwsAAAAJ,39.0,102.0
Ravi Kumar,Indian Institute of Technology Roorkee,,5466,https://scholar.google.com/citations?hl=en&user=eijeZDcAAAAJ,34.0,91.0
BK Mishra,IIT Roorkee,"solid mechanics, fracture mechanics, composite materials",5455,https://scholar.google.com/citations?hl=en&user=Ycn7ahcAAAAJ,43.0,103.0
Ravi Bhushan,"Professor, Department of Chemistry, Indian Institute of Technology Roorkee","Organic chemistry, Enantioseparation, Liquid chromatography, Protein chemistry",5427,https://scholar.google.com/citations?hl=en&user=-fE0yDwAAAAJ,37.0,160.0
P Jeevanandam,"Department of Chemistry, Indian Institute of Technology Roorkee",Nanoparticles,5400,https://scholar.google.com/citations?hl=en&user=YMhDgVIAAAAJ,39.0,90.0
Rajat Agrawal,"Professor, Department of Management Studies, IIT Roorkee","Supply chain management, sprituality",5361,https://scholar.google.com/citations?hl=en&user=wp7djCYAAAAJ,40.0,87.0
Prof. RP Maheshwari,"Professor of Electrical Engineering, IIT Roorkee","Power System Protection, Digital Signal Processing, Image Processing",5349,https://scholar.google.com/citations?hl=en&user=ZaBya3QAAAAJ,34.0,66.0
Vishal kumar,IIT Roorkee,,5347,https://scholar.google.com/citations?hl=en&user=8LgsalcAAAAJ,24.0,59.0
Abhishek Nag,"Assistant Professor, Department of Physics, Indian Institute of Technology, Roorkee, India","Charge-magnetisation dynamics, Multiferroics, Spin-Orbit Coupling, Ultrafast Spectroscopy",5208,https://scholar.google.com/citations?hl=en&user=C-owNuAAAAAJ,31.0,53.0
"Anil K. Sharma, Professor","Department of Management Studies, Indian Institute of Technology",Finance and Accounting,5155,https://scholar.google.com/citations?hl=en&user=DnWW4XgAAAAJ,30.0,44.0
Prof.Manoranjan Parida,"Professor, Civil Engineering  Department, Indian Institute of Technology Roorkee","URBAN TRANSPORT PLANNING, TRANSPORTATION SAFETY AND …",5056,https://scholar.google.com/citations?hl=en&user=SsxEiMwAAAAJ,37.0,111.0
Pradeep Srivastava,"Department of Earth Sciences, IIT Roorkee, India",Quaternary Geology,5038,https://scholar.google.com/citations?hl=en&user=2L5O7u8AAAAJ,47.0,87.0
Sunil Kumar Singal,iit roorkee,"small hydropower, cost optimisation",5016,https://scholar.google.com/citations?hl=en&user=PxUDaOIAAAAJ,31.0,71.0
Prof. Gaurav Manik,"Professor,Department of Polymer & Process Engineering, Indian Institute of Technology …","Molecular Simulations, Proces Simulation & Control, Polymer Science & Engineering, Chemical Engg.",4963,https://scholar.google.com/citations?hl=en&user=iGBcgEQAAAAJ,41.0,102.0
Rahul Dev Garg,Professor IIT Roorkee,"Geoinformatics, Remote Sensing, GIS, GPS",4959,https://scholar.google.com/citations?hl=en&user=QdQNyY4AAAAJ,35.0,104.0
sham sondhi,"Professor, Department of Chemistry, Indian Institute of Technology Roorkee","organic chemistry, medicinal chemistry, analytical chemistry",4874,https://scholar.google.com/citations?hl=en&user=5gsnRAQAAAAJ,36.0,85.0
Subodh Sharma,Indian Institute of Technology Roorkee,"Aquatic Ecology, Freshwater Macroinvertebrates, WASH",4847,https://scholar.google.com/citations?hl=en&user=0x7aXlIAAAAJ,39.0,105.0
Paramasivan Arumugam,Indian Institute of Technology Roorkee,"Nuclear Physics, Radio Astronomy, Quantum Computing, Quantum Information",4763,https://scholar.google.com/citations?hl=en&user=jso3N-4AAAAJ,26.0,54.0
Akshay Dvivedi,"Professor of Mechanical and Industrial Engineering, IIT Roorkee","Non Traditional Machining, Quality, EDM, ECDM, USM",4659,https://scholar.google.com/citations?hl=en&user=N1DmCmEAAAAJ,38.0,108.0
Sudeb Dasgupta,"Department of Electronics and Communication Engineering, IIT Roorkee","Low Power Design, Nanoscale Device Modelling, Radiation Hard ICs and Devices",4644,https://scholar.google.com/citations?hl=en&user=62C6sgcAAAAJ,34.0,98.0
Dr. Manish Kumar,"Ph.D. Biotechnology, Indian Institute of Technology Roorkee","NMR spectroscopy, Biophysics, Biochemistry, molecular Biology, immunology",4629,https://scholar.google.com/citations?hl=en&user=e1iZwSUAAAAJ,26.0,94.0
"SUJAY CHATTOPADHYAY, IITR","Professor, Polymer & Process Eng.,  IIT Roorkee",Electromembrane Drug delivery Phase …,4594,https://scholar.google.com/citations?hl=en&user=LQADBDEAAAAJ,37.0,80.0
Yogesh Vijay  Hote,"Dept. of Electrical Engineering, IIT Roorkee",Control systems,4560,https://scholar.google.com/citations?hl=en&user=vAf0AZAAAAAJ,35.0,95.0
Writam Banerjee,"GlobalFoundries, IIT Roorkee","Non-volatile memory, Thin films, resistive switching",4538,https://scholar.google.com/citations?hl=en&user=8iKLiz4AAAAJ,39.0,51.0
Pravindra Kumar,Professor at Indian Institute of Technology Roorkee,"Structural biology, Drug resistance and Bioremediation",4527,https://scholar.google.com/citations?hl=en&user=mnrRSKUAAAAJ,36.0,104.0
Rahul Kumar Singh,IIT Roorkee,"Water, Hydrology, Hydrological Modelling, Environmental flow",4523,https://scholar.google.com/citations?hl=en&user=73HK85cAAAAJ,26.0,121.0
Dr. Santosh Rangnekar,Indian Institute of Technology Roorkee,"HRM, OB, KM, Technology Management",4521,https://scholar.google.com/citations?hl=en&user=MfhakUYAAAAJ,38.0,87.0
Arun Awasthi,"Professor of Geology, IITRoorkee, Roorkee, India",Applied Geology,4489,https://scholar.google.com/citations?hl=en&user=z-FIntcAAAAJ,36.0,95.0
Dr. Dheeraj K. Khatod,"Professor, Department of Electrical Engineering, IIT Roorkee","Power System, Renewable Energy",4463,https://scholar.google.com/citations?hl=en&user=NZ1ZMQUAAAAJ,26.0,55.0
Raj Kumar Dutta,"Professor, Department of Chemistry, Indian Institute of Technology Roorkee","Nanomaterials, Quantum dots, Sensing applications, Photocatalysis, Adsorption",4463,https://scholar.google.com/citations?hl=en&user=qrLyY6cAAAAJ,37.0,70.0
AVINASH PARASHAR,IIT Roorkee,"Atomistic simulations, molecular dynamics, nanocomposites, high entropy alloys",4446,https://scholar.google.com/citations?hl=en&user=yni96p8AAAAJ,37.0,83.0
mala nath,"Department of Chemistry, Indian Institute of Technology Roorkee","Organotin chemistry, Li-ion battery, chemical evolution, ferrites, coordination chemistry",4416,https://scholar.google.com/citations?hl=en&user=2LIHliMAAAAJ,37.0,89.0
NK Goel,IIT Roorkee,"Hydrology, Water Resources Engineering",4341,https://scholar.google.com/citations?hl=en&user=kOjtxGYAAAAJ,33.0,56.0
Rishikesh Pandey,"Indian Institute of Technology, Roorkee","Raman Spectroscopy, Biophotonics, Clinical diagnostics, Label-free imaging, Cancer",4313,https://scholar.google.com/citations?hl=en&user=wy8rKtwAAAAJ,28.0,37.0
Vivek Kumar Malik,"Department of Physics, IIT Roorkee","Thin films, Complex Oxides",4297,https://scholar.google.com/citations?hl=en&user=cvTJHo4AAAAJ,28.0,61.0
Abhijit Maiti,"Professor, Department of Polymer & Process Engineering, IIT Roorkee","Environmental engineering, Chemical Engineering, Arsenic fluoride and heavy metal removal, Membrane",4293,https://scholar.google.com/citations?hl=en&user=F7QKOXoAAAAJ,31.0,54.0
Anuj Sharma,Indian Institute of Technology Roorkee,Synthetic organic chemistry,4280,https://scholar.google.com/citations?hl=en&user=wNkUDNIAAAAJ,37.0,90.0
Sanjay Kumar Ghosh,"Professor & Former HOD, Civil Engineering, IIT Roorkee, Roorkee, Member BOG","GIS, Remote Sensing, Image Processing of digital data, Algorithm development, soft classification of",4273,https://scholar.google.com/citations?hl=en&user=3niZkn8AAAAJ,29.0,74.0
Narayan Chandra Mishra,Indian institute of Technology Roorkee,,4271,https://scholar.google.com/citations?hl=en&user=Bo8n8tMAAAAJ,33.0,52.0
Ashish Mohan Yadav,IIT Roorkee,"Distributed computing, optimization",4257,https://scholar.google.com/citations?hl=en&user=6DjY1sEAAAAJ,34.0,86.0
Dr. Bhavesh Bhalja,Indian Institute of Technology Roorkee,"Digital Protection & Automation, Impact of Distributed Generation, Smart Grid/ Micro and its application",4247,https://scholar.google.com/citations?hl=en&user=mPb3mAkAAAAJ,35.0,104.0
Dr SH Upadhyay,"Professor, Mechanical & Industrial Engineering Department, Indian Institute of Technology","Nonlinear Dynamics & Vibrations, Rolling Element Bearings, Fault Diagnostic and Prognostic, Smart material and Structure and Nan",4195,https://scholar.google.com/citations?hl=en&user=LurICscAAAAJ,31.0,67.0
Dr GD Ransinchung RN,Professor in Civil Engineering Department IIT Roorkee,Transportation Engineering,4177,https://scholar.google.com/citations?hl=en&user=R3LdJ7gAAAAJ,38.0,84.0
Umesh Kumar Sharma,"Professor, Civil Engineering Department, Indian Institute of Technology Roorkee",Structural Engineering,4164,https://scholar.google.com/citations?hl=en&user=rlB1U6YAAAAJ,34.0,112.0
Ashok K. Jain,"Advisor, AINST, Amity Noida; Formerly Professor, IITRoorkee",Nuclear Physics,4159,https://scholar.google.com/citations?hl=en&user=oFoCl-IAAAAJ,29.0,111.0
Prof. Ram Jiwari,"Professor, Department of Mathematics, Indian Institute of Technology Roorkee","Numerical Analysis, Finite Element Methods, HHO Methods, Wavelets Analysis, Machine Learning",4139,https://scholar.google.com/citations?hl=en&user=lSX3PyIAAAAJ,37.0,91.0
Ashish Kumar,"Reasearch scholar, IIT Roorkee",Organic synthesis & Catalysis,4108,https://scholar.google.com/citations?hl=en&user=1UbfaJkAAAAJ,24.0,109.0
Vimal Kumar,"Professor, Department of Chemical Engineering, Indian Institute of Technology Roorkee","Computational Modelling of Multiphasic …, Rheology of Complex Fluids, Interfacial Phenomena",4091,https://scholar.google.com/citations?hl=en&user=N_xTKpAAAAAJ,34.0,55.0
Monojit Bag,"IITR, Roorkee, Uttarakhand, India","Polymer solar cells, Organic electronics",4067,https://scholar.google.com/citations?hl=en&user=nPuuP64AAAAJ,31.0,62.0
Sudipta Sarkar,"Professor, Department of Civil Engineering, Indian Institute of Technology Roorkee, India","Nutrient recycling, Wastewater treatment, Trace contaminant removal, Environmental Nanotechnology",4053,https://scholar.google.com/citations?hl=en&user=a-zZ70EAAAAJ,28.0,46.0
Barjeev Tyagi,"Professor, Department of Electrical Engineering. Indian Institute of Technology Roorkee",,4035,https://scholar.google.com/citations?hl=en&user=KIQNSh4AAAAJ,31.0,77.0
Dharm Dutt,"Department of Paper Technology, Indian Institute of Technology Roorkee","Biotechnology, Paper Technology, Industrial Microbiology",4014,https://scholar.google.com/citations?hl=en&user=FyRaqFAAAAAJ,35.0,88.0
Dr. Paritosh Mohanty,"Professor, Department of Chemistry, IIT Roorkee","Materials Chemistry, Nanoporous Materials, Carbon Dioxide Capture and utilization, Nanoscience and Nanotechnology",4009,https://scholar.google.com/citations?hl=en&user=MDUxqyIAAAAJ,36.0,84.0
Professor Pradeep Kumar Jha,"Dept of Mech & Ind Engg, IIT Roorkee","Metal casting, Tundish steelmaking, Metal matrix composites",4004,https://scholar.google.com/citations?hl=en&user=2t31j2sAAAAJ,30.0,79.0
Mukat Lal Sharma,"Department of Earthquake Enigneering, Indian Institute of Technology Roorkee","Strong ground motion, Engineering Seismology, Seismic Hazard assessment, DInSAR, Earthquake Engineering",4000,https://scholar.google.com/citations?hl=en&user=pQ6AYIYAAAAJ,33.0,86.0
Ramesh Anbanandam,"Professor, IIT Roorkee","Humanitarian Supply Chain Management, Sustainable Multi-modal Transportation, Cyber Physical Systems",3970,https://scholar.google.com/citations?hl=en&user=wj2fd9gAAAAJ,33.0,47.0
KRISHNAN MURUGESAN,"Professor Department of Mechanical & Industrial Engineering, IIT Roorkee, Roorkee …","Heat and moisture transport through saturated …, Computational fluid dynamics, Thermodynamics, Heat t",3918,https://scholar.google.com/citations?hl=en&user=nxqYrpwAAAAJ,32.0,69.0
AJANTA GOSWAMI,"Professor, Indian Institute of Technology Roorkee & Indian Institute of Remote Sensing","Geology, Remote Sensing, Glaciology, Crysophere, Geohazards",3868,https://scholar.google.com/citations?hl=en&user=qHBOuaYAAAAJ,35.0,59.0
Kamal Jain,"Rtd. HAG Professor, Department of Civil Engineering & CoEDMM, IIT Roorkee","Photogrammetry, GIS, Lidar, UAV Remote Sensing, GeoAI",3825,https://scholar.google.com/citations?hl=en&user=cpV83aoAAAAJ,34.0,96.0
Pooja Garg,"Professor,Department of Humanities and Social Sciences,Indian Institute of Technology","Organizational Behavior, Positive Psychology, Human Resource Management",3795,https://scholar.google.com/citations?hl=en&user=xrOSzGsAAAAJ,26.0,40.0
Anil Kumar Gupta,"Professor - WRDM, IIT Roorkee, India","DRR and Adaptation Policy Strategies, Environment & Health, Safety Management, Capacity Building",3762,https://scholar.google.com/citations?hl=en&user=hDIVB4AAAAAJ,32.0,77.0
Pradeep Bhargava,"Indian Institute of Technology, Roorkee","Finite Element Analysis, Nonlinear Computational Mechanics, Structural Fire Engineering",3728,https://scholar.google.com/citations?hl=en&user=wLN6hkAAAAAJ,34.0,90.0
Sanjeev Kumar Prajapati,"Associate Professor, Department of Hydro and Renewable Energy (HRED), IIT Roorkee","Biogas, Biochemical Eng., Biochar, Environmental Bioprocess, Wastewater",3693,https://scholar.google.com/citations?hl=en&user=Ym0vNL4AAAAJ,34.0,64.0
ML Kansal,"Professor (HAG) and Ex-NEEPCO Chair & Head, WRD&M, IIT Roorkee","Water Resources Development & …, Urban water Systems, Hydropower",3657,https://scholar.google.com/citations?hl=en&user=dg4NwCEAAAAJ,27.0,63.0
GD Varma,"Department of Physics, Indian Institute of Technology Roorkee",Condensed Matter Physics,3643,https://scholar.google.com/citations?hl=en&user=dbLO1P8AAAAJ,30.0,75.0
Prof. RP Singh,"Department of Biotechnology, Indian Institute of Technology Roorkee, India","Enzyme Engineering, Biofuels, Biopolymers, Nanobiotechnology",3622,https://scholar.google.com/citations?hl=en&user=YpTKF24AAAAJ,34.0,45.0
Akhilesh Mohan,"Dept. of Electronics and Communication Engg., Indian Institute of Technology Roorkee","UWB Antenna, MIMO Antenna, Filters, Metamaterial",3601,https://scholar.google.com/citations?hl=en&user=6QhsxmcAAAAJ,27.0,68.0
Nikhil Dhawan,Indian Institute of Technology,"Mineral Processing, Extractive Metallurgy, Electronic waste recycling",3597,https://scholar.google.com/citations?hl=en&user=GAUjL0gAAAAJ,31.0,81.0
Shailly Tomar,IIT Roorkee,"Molecular Virology, Biochemistry, Structural biology",3588,https://scholar.google.com/citations?hl=en&user=IA8mfhwAAAAJ,34.0,74.0
Muniappan Sankar,"Professor, Department of Chemistry, IIT Roorkee, Roorkee-247667, India",Porphyrin Chemistry,3566,https://scholar.google.com/citations?hl=en&user=lWh_w7YAAAAJ,31.0,104.0
Ranjana Pathania,"Professor, Department of Biotechnology , Indian Institute of Technology Roorkee, India","small RNA in Acinetobacter baumannii …, pathogenesis and antibiotic resistance, novel antibacterial drug discovery and",3480,https://scholar.google.com/citations?hl=en&user=bnHB5kwAAAAJ,28.0,39.0
Dr. PRASHANT KUMAR,Phd Scholar Indian Institute of Technology Roorkee,"Machine learning, Data Mining Computer Vision",3450,https://scholar.google.com/citations?hl=en&user=9G6duMEAAAAJ,24.0,108.0
Sandeep Singh,Indian Institute of Technology Roorkee,"Geochronology, Himalayan Tectonics, Igneous Petrology, Sr Isotopes.",3443,https://scholar.google.com/citations?hl=en&user=LxU3I5cAAAAJ,30.0,55.0
Rathinam Anbalagan,Indian Institute of Technology Roorkee,"Engineering Geology, Rock Mechanics, Landslides, Slope Stability, Underground Structures",3411,https://scholar.google.com/citations?hl=en&user=-oUsqQYAAAAJ,25.0,37.0
SANDHYA SINGH,"Indian Institute of Technology, Roorkee","Biotechnology, Tissue engineering, Polymer, Paper Technology",3397,https://scholar.google.com/citations?hl=en&user=IeMR_f8AAAAJ,22.0,77.0
B Venkata Manoj Kumar,"Professor, Metallurgical and Materials Engineering, IIT Roorkee","Ceramics, Tribology, Microstructure",3388,https://scholar.google.com/citations?hl=en&user=5UXTiBEAAAAJ,30.0,69.0
Prof Ankit Agarwal,Indian Institute of Technology Roorkee,"Hydro-climatology and Extreme Events, Monsoon, Climate Change, Machine Learning and Complex Network",3360,https://scholar.google.com/citations?hl=en&user=1UH7AfkAAAAJ,35.0,72.0
Yogendra Singh,"Professor, Department of Earthquake Engineering, IIT Roorkee","Structural Engineering, Earthquake Engineering, Reinforced Concrete, Seismic Vulnerability, Seismic Risk",3316,https://scholar.google.com/citations?hl=en&user=bkR4wHsAAAAJ,34.0,89.0
Prof. Praveen Kumar,"Deputy Director, IITR and Professor & Ex Head, Civil Engg., IIT Roorkee, (Ex Director, NIT …","Rural Roads, Bituminous Binders, Warm Mix Asphalt, Modified Binders, Reclaimed Asphalt Pavement",3296,https://scholar.google.com/citations?hl=en&user=s8uuUxkAAAAJ,28.0,61.0
Kaushik Ghosh,"Professor, IIT Roorkee","Coordination Chemistry, Inorganic biochemistry",3269,https://scholar.google.com/citations?hl=en&user=QEd2fYEAAAAJ,30.0,93.0
Siva Mohan Reddy,"Associate Professor, Indian Institute of Technology, Roorkee, India","renewable fuels, Supercritical fluids, Waste Incineration etc.",3259,https://scholar.google.com/citations?hl=en&user=LwOrbKUAAAAJ,27.0,46.0
GN Pillai,"Professor, Department of Electrical Engineering, IIT Roorkee","Artificial Neural Networks and Learning …, Fuzzy Logic, Intelligent Control, Control Application in Power Systems",3259,https://scholar.google.com/citations?hl=en&user=5rz79-AAAAAJ,25.0,43.0
Brijesh Kumar Yadav,"Professor & Former Head, Department of Hydrology, IIT Roorkee","Groundwater modeling, Bioremediation, Phytoremediation, Plant water uptake, ANN",3258,https://scholar.google.com/citations?hl=en&user=ct4MOYEAAAAJ,34.0,68.0
Manoj Tripathy,IIT Roorkee,"AI application in Power System Protection & …, Numerical/Digital Relays, Cyber Security",3235,https://scholar.google.com/citations?hl=en&user=BKb2YKkAAAAJ,30.0,77.0
Rahul S Mulik,"Professor, MIED, IIT Roorkee, India","superfinishing, machining (Conventional & NTM), Rapid prototyping, FSW/FSP, MMC&Coating",3224,https://scholar.google.com/citations?hl=en&user=3FvUR1cAAAAJ,34.0,60.0
Zulfequar Ahmad,"Professor of Civil Eng., IIT Roorkee, India","Channel and Fluvial Hydraulics, River Engineering, Hydraulic Structures",3218,https://scholar.google.com/citations?hl=en&user=k1W_nvcAAAAJ,36.0,86.0
Dr. Shiv Prasad Yadav,"Professor (Retired), Deptt. of Mathematics, IIT Roorkee, Roorkee-247667, India","Operations Research, Fuzzy Data Envelopment Analysis, Fuzzy Reliability, Optimal Control Theory",3212,https://scholar.google.com/citations?hl=en&user=Rt8Ad7gAAAAJ,33.0,61.0
Amit Kumar Dhiman,"Professor, Department of Chemical Engineering, Indian Institute of Technology Roorkee","Computational Fluid Dynamics (CFD), Non-Newtonian Fluid Flow and Heat Transfer, Bluff Body Flow",3165,https://scholar.google.com/citations?hl=en&user=2_LJAowAAAAJ,30.0,68.0
Dr. Saugata Hazra,"Professor, Indian Institute of Technology Roorkee (IITR)",AMR · Ser and metallo-β-lactamase …,3128,https://scholar.google.com/citations?hl=en&user=SMMGjyUAAAAJ,33.0,61.0
Rajesh Kumar Ulaganathan,"Asst. Professor Gr.-I @IITR. Prior: Res.Specialist @AS. Postdocs @DTU,NTU. Ph.D. @NTU …","Two-Dimensional (2D) Materials, Perovskites, Opto-electronics, Flexible Devices and Sensors.",3118,https://scholar.google.com/citations?hl=en&user=G0n3Pg8AAAAJ,24.0,34.0
JKNAYAK,"Professor, Management Studies, IIT Roorkee","B2B Marketing, Pricing, Sustainable marketing",3109,https://scholar.google.com/citations?hl=en&user=FhCTN0kAAAAJ,27.0,41.0
B. Parkash,Professor retired from IIT Roorkee,"Sedimentology, Geomorphology",3062,https://scholar.google.com/citations?hl=en&user=RMgAig8AAAAJ,30.0,45.0
Arup Kumar Das,"Department of Mechanical and Industrial Engineering, IIT Roorkee","Two Phase Flow, Microfluidics, Fire Dynamics",3042,https://scholar.google.com/citations?hl=en&user=ovt0bKgAAAAJ,28.0,81.0
Naveen Kumar Navani,"Professor, Chemical Biology Group, Indian Institute of Technology, Roorkee, India","biosensors, probiotics, nanobiotechnology",3026,https://scholar.google.com/citations?hl=en&user=_P3g6ZMAAAAJ,28.0,46.0
Dr. Debasis Banerjee,"Indian Institute of Technology Roorkee (IITR), Roorkee","Organic Synthesis, Non-precious metal catalysis, Enantioselective Synthesis, Sustainable Catalysis",3025,https://scholar.google.com/citations?hl=en&user=PZpEqZ8AAAAJ,34.0,49.0
Govinda Mishra,"Professor of WRDM , IIT ROORKEE","Ground Water, Seepage, Drainage Engineering",2993,https://scholar.google.com/citations?hl=en&user=iOUhQs4AAAAJ,26.0,67.0
Rajesh Srivastava,"Professor of Physics, Indian Institute of Technology Roorkee",Atomic and Molecular Physics,2985,https://scholar.google.com/citations?hl=en&user=96RE14YAAAAJ,26.0,87.0
Neetesh Kumar,"Associate Professor, IIT Roorkee","Cloud Computing, AI, Autonomous Driving, Cyber Physical Systems, Intelligent Transportation Systems",2982,https://scholar.google.com/citations?hl=en&user=Ut_l01AAAAAJ,28.0,62.0
Manish Mishra,"Professor, Mechanical & Industrial Engineering Department, Indian Institute of technology …","Heat Transfer Enhancement, Heat exchangers, Solar Thermal, Solid desiccant cooling, Optimization of thermal systems",2978,https://scholar.google.com/citations?hl=en&user=r4CJ-_kAAAAJ,28.0,46.0
Rama Krishna Peddinti,"Professor, Department of Chemistry, Indian Institute of Technology Roorkee","Organic Chemistry, Asymmetric Synthesis",2978,https://scholar.google.com/citations?hl=en&user=8dTD1RwAAAAJ,29.0,86.0
Udai Singh,"Department of Chemistry, IIT Roorkee",Inorganic Chemistry,2962,https://scholar.google.com/citations?hl=en&user=mjf3A0UAAAAJ,30.0,101.0
Dr.(Mrs.)Shashi Kumar,"Former Professor, Department of Chemical Engg., IIT Roorkee","Modelling and Simulation of Chemical …, Transfer Processes, Computer Aided Process and Plant Design, Membrane Processes",2946,https://scholar.google.com/citations?hl=en&user=s2euakQAAAAJ,25.0,38.0
Gajanan Chaudhari,"Professor of Metallurgical and Materials Eng, Indian Institute of Technology Roorkee India","corrosion, metallic materials",2919,https://scholar.google.com/citations?hl=en&user=owRCTzUAAAAJ,29.0,50.0
CP Gupta,"Professor, Indian Institute of Technology, Roorkee",Power Systems,2828,https://scholar.google.com/citations?hl=en&user=JC-bC4MAAAAJ,28.0,55.0
varun sharma,Indian Institute of Technology Roorkee,"Conventional and Non conventional …, Rapid Prototyping and its applications",2813,https://scholar.google.com/citations?hl=en&user=TvwWrhcAAAAJ,29.0,62.0
Satendra Kumar,"Student, IIT Roorkee",Microfluidics,2809,https://scholar.google.com/citations?hl=en&user=76Bz5msAAAAJ,19.0,79.0
Sateesh Kumar Peddoju,"Indian Institute of Technology Roorkee, India","Cyber Security, Internet of Things, Edge Computing, Cloud Computing",2809,https://scholar.google.com/citations?hl=en&user=iMMhgycAAAAJ,27.0,49.0
Anil Kumar,Indian Institute of Technology Roorkee,Nanotechnology,2763,https://scholar.google.com/citations?hl=en&user=m1baGBcAAAAJ,29.0,66.0
Ram Prakash Bharti,"Professor, Department of Chemical Engineering, IIT Roorkee","Fluid Dynamics, Microfluidics, Rheology, Electrokinetic Flows, Heat Transfer",2739,https://scholar.google.com/citations?hl=en&user=vsLU3tcAAAAJ,27.0,41.0
"Navneet Arora, Ph.D.","Professor (HAG), IIT Roorkee","Welding Processes, Coatings, Fracture Behaviour, Reliability",2736,https://scholar.google.com/citations?hl=en&user=LxUHx1oAAAAJ,31.0,68.0
Nikhil Saboo,"Associate Professor, Indian Institute of Technology, Roorkee","Pavement Materials, Design and Analysis",2724,https://scholar.google.com/citations?hl=en&user=BJNX6_gAAAAJ,28.0,57.0
Ravita Lamba,"Assistant Professor, Indian Institute of Technology Roorkee","Solar Energy, Modeling and Simulation of Energy Systems, Battery & Fuel cell, Radiative Cooling",2692,https://scholar.google.com/citations?hl=en&user=EtgoscMAAAAJ,26.0,52.0
Jatin Bedi,Indian Institute of Technology Roorkee,"Data Mining, Machine Learning, Time Series, Predictive Analytics, Big Data",2684,https://scholar.google.com/citations?hl=en&user=IBWqXUUAAAAJ,22.0,35.0
Purshottam Agrawal,Indian Institute of Technology,"Approximation Theory, Quantum Calculus, Complex Approximation",2674,https://scholar.google.com/citations?hl=en&user=U_R6OxgAAAAJ,27.0,86.0
Pankaj Agarwal,"Department of Earthquake Engineering, Indian Institute of Technology Roorkee","Earthquake Engineering, Structural Engineering",2661,https://scholar.google.com/citations?hl=en&user=S3kPnYUAAAAJ,22.0,45.0
Debabrata Sircar,Professor; Biosciences and Bioengineering Department; Indian Institute of Technology …,"Plant Metabolomics, functional genomics, SMART cell technology, plant natural product biotechnology",2653,https://scholar.google.com/citations?hl=en&user=vHNED8gAAAAJ,30.0,68.0
SARADA PRASAD PRADHAN,"Indian Institute of Technology Roorkee, India","Rock Mechanics, Engineering Geology, Geo-Mechanics, Reservoir Geology",2640,https://scholar.google.com/citations?hl=en&user=rTC50K4AAAAJ,30.0,48.0
SANJAY KUMAR,"PhD, Mechanical & Industrial Engineering Deptt., Indian Institute of Technology Roorkee","Manufacturing, Investment Casting, Wax Pattern, Ceramic Shell, Microstructure",2614,https://scholar.google.com/citations?hl=en&user=9N2f_C4AAAAJ,19.0,57.0
Mahendra Singh,"Emeritus Fellow, Department of Civil Engineering, IIT Roorkee, Roorkee-247667, INDIA",Engineering behaviour of jointed rocks and …,2608,https://scholar.google.com/citations?hl=en&user=KDXk_jEAAAAJ,22.0,32.0
Soniya Singh,"IIT, Roorkee","Control Theory, Dynamic system, Differential Equations",2573,https://scholar.google.com/citations?hl=en&user=cQRu0CQAAAAJ,22.0,72.0
Bal Krishna Maheshwari,"Professor of Earthquake Engineering, IIT Roorkee","Geotechnical Earthquake Engineering, Soil-Structure Interaction, Liquefaction, Dynamic Soil Properties, Pile Foundations",2553,https://scholar.google.com/citations?hl=en&user=W5QDUAcAAAAJ,26.0,59.0
Dr. Sanjoy Ghosh,"Head, Department of Biosciences and Bioengineering, Professor, Biochemical Engineering …","Biochemical/Bioprocess Engineering, Biofuel and Enzyme Production, Process Scale-up",2547,https://scholar.google.com/citations?hl=en&user=iWHCLtEAAAAJ,25.0,42.0
Ashwani Kumar Sharma,"Department of Biosciences and Bioengineering, IIT Roorkee, India",Protein Biochemistry and Biophysics,2545,https://scholar.google.com/citations?hl=en&user=lxTF46UAAAAJ,29.0,69.0
Pravendra Singh,"Assistant Professor, IIT Roorkee","Deep Learning, Machine Learning, Computer Vision, Artificial Intelligence",2494,https://scholar.google.com/citations?hl=en&user=YwDTxJMAAAAJ,23.0,42.0
Srikrishnan Siva Subramanian,"Assistant Professor, Disaster Mitigation and Management, Indian Institute of Technology …","Landslides, Debris flows, Spatio temporal modeling, Rainfall thresholds, Early warning systems",2472,https://scholar.google.com/citations?hl=en&user=hxypt0AAAAAJ,24.0,34.0
Dr. Rajendra Prasad,"Professor, Department of Electrical Engg., Indian Institute of Technology Roorkee","Control System, Model Order Reduction",2435,https://scholar.google.com/citations?hl=en&user=rPxFSHcAAAAJ,24.0,55.0
